,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
30,Modelo 100% presencial,,de 1001 a 3000,"Organizar as informações e garantir a qualidade e confiabilidade., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,43.0,Economia/ Administração / Contabilidade / Finanças,,,3fgszlrdd72ve5e6y23fgssra77g98zm,,Empregado (CLT),1 - 3,Flexibilidade de trabalho remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Agronegócios,Pós-graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,Falta de maturidade analítica na empresa,10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,40-44,Mais de 10 anos,,,de R$ 8.001/mês a R$ 12.000/mês
31,Modelo híbrido com dias fixos de trabalho presencial,,de 101 a 500,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Conseguir levar inovação para a empresa através dos dados., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,0.0,38.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,iqgcgz2lsmeqbx939iqgcda5afcmii4i,,Empregado (CLT),4 - 10,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Outro,Pós-graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
32,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1001 a 3000,"Gestão de equipes no ambiente remoto., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Gestão de projetos envolvendo áreas multidisciplinares da empresa.",,0.0,37.0,Outras,,,0lvkp4kfw7q3oi0lvk8ddwt8wkmgig1a,,Servidor Público,21 - 50,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Norte,1.0,,de 1 a 2 anos,Setor Público,Graduação/Bacharelado,2021,1.5,Sudeste,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,,O clima de trabalho/ambiente não é bom,35000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,35-39,Mais de 10 anos,,,de R$ 30.001/mês a R$ 40.000/mês
33,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3000,"Conseguir processar e armazenar um alto volume de dados., Contratar novos talentos., Desenvolver e manter modelos Machine Learning em produção.",,1.0,21.0,Estatística/ Matemática / Matemática Computacional,,,sf3qcyidym1alkzqk51tsf3qczy7i94m,,Empregado (CLT),101 - 300,"Propósito do trabalho e da empresa, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 2 a 3 anos,Finanças ou Bancos,Mestrado,2021,2.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,17-21,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
34,Modelo híbrido com dias fixos de trabalho presencial,,de 101 a 500,"Reter talentos., Dividir o tempo entre entregas técnicas e gestão de pessoas., Convencer a empresa a aumentar os investimentos na área de dados.",,1.0,30.0,Outras Engenharias,,,ejvqb5qoz31zngejvqbmuaer9d54cvcn,,Empregado (CLT),4 - 10,"Remuneração/Salário, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 2 a 3 anos,Consultoria,Pós-graduação,2021,2.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Menos de 1 ano,,,de R$ 8.001/mês a R$ 12.000/mês
35,Modelo híbrido com dias fixos de trabalho presencial,,Acima de 3000,"Conseguir processar e armazenar um alto volume de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa.",,1.0,33.0,,,,2yj72i5g8d2qd2yj7028nmphm3e750r4,,Empregado (CLT),Acima de 300 pessoas,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 1 a 2 anos,Finanças ou Bancos,Não tenho graduação formal,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,14000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
36,Modelo 100% remoto,,Acima de 3000,"Organizar as informações e garantir a qualidade e confiabilidade., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,1.0,32.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,ldb6gtjcpnes6xldb6l114oklnvf98l1,,Empregado (CLT),51 - 100,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% remoto,Sul,1.0,,Mais de 10 anos,Varejo,Pós-graduação,2021,12.0,,"Sim, fui aprovado e mudei de emprego",Masculino,PR,,22500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,de 2 a 3 anos,,,de R$ 20.001/mês a R$ 25.000/mês
37,Modelo 100% remoto,,de 501 a 1000,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,1.0,30.0,Economia/ Administração / Contabilidade / Finanças,,,i8m8jqh7ie8wgt56ui8m83jzfj5tgwb8,,Empregado (CLT),21 - 50,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Finanças ou Bancos,Pós-graduação,2021,4.5,,"Sim, fui aprovado e mudei de emprego",Feminino,SP,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
38,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 101 a 500,"Convencer a empresa a aumentar os investimentos na área de dados., Conseguir processar e armazenar um alto volume de dados., Contratar novos talentos.",,1.0,32.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,frcux7u7md7w8it0frcunaj3vcelccza,,Empreendedor ou Empregado (CNPJ),11 - 20,"Flexibilidade de trabalho remoto, Remuneração/Salário, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,de 2 a 3 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,2.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,PR,,14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Mais de 10 anos,,,de R$ 12.001/mês a R$ 16.000/mês
39,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1001 a 3000,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Contratar novos talentos., Reter talentos.",,1.0,38.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,odm1n136vw0bodm1naj1sbftq7y7lbsy,,Empreendedor ou Empregado (CNPJ),21 - 50,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",Modelo 100% remoto,Sudeste,1.0,,Não tenho experiência na área de dados,Marketing,Pós-graduação,2021,0.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,40001.0,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,Mais de 10 anos,,,Acima de R$ 40.001/mês
40,Modelo híbrido com dias fixos de trabalho presencial,,de 101 a 500,"Gestão de projetos envolvendo áreas multidisciplinares da empresa., Contratar novos talentos., Conseguir levar inovação para a empresa através dos dados.",,1.0,54.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,dz7ck9n6ghayra2dzcwtxc9aedftpnv1,,Empregado (CLT),4 - 10,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,Mais de 10 anos,Energia,Pós-graduação,2021,12.0,Sudeste,"Sim, fiz entrevistas mas não fui aprovado",Feminino,SP,,14000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Não se aplica/Outra área,50-54,de 1 a 2 anos,,,de R$ 12.001/mês a R$ 16.000/mês
41,Modelo 100% remoto,,de 51 a 100,"Desenvolver e manter modelos Machine Learning em produção., Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,1.0,33.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,arc3jv9nyz7z9nfly8farc3jvh9y1v2a,,Empreendedor ou Empregado (CNPJ),11 - 20,"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,1.0,,de 2 a 3 anos,Consultoria,Pós-graduação,2021,2.5,Sudeste,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,MG,,7000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Não se aplica/Outra área,30-34,de 6 a 10 anos,,,de R$ 6.001/mês a R$ 8.000/mês
42,Modelo 100% remoto,,de 1 a 5,"Desenvolver e manter modelos Machine Learning em produção., Gestão de projetos envolvendo áreas multidisciplinares da empresa., Organizar as informações e garantir a qualidade e confiabilidade.",,1.0,26.0,Economia/ Administração / Contabilidade / Finanças,,,f4ygt9h98qd0c0vs632uzwg4f4ygt9h4,,Empreendedor ou Empregado (CNPJ),1 - 3,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,de 6 a 10 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,8.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SC,,14000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
43,Modelo 100% remoto,,de 51 a 100,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Garantir retorno do investimento (ROI) em projetos de dados.",,1.0,27.0,Estatística/ Matemática / Matemática Computacional,,,w2pz782x96rtw2pzhs6ov8scud7q6t9a,,Empreendedor ou Empregado (CNPJ),11 - 20,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo 100% remoto,Centro-oeste,1.0,,Mais de 10 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,MT,,18000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 16.001/mês a R$ 20.000/mês
44,Modelo 100% presencial,,de 6 a 10,"Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,1.0,21.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,u0hhyrmipf87fhu0hhyrggcbk5c9o0z0,,Estagiário,1 - 3,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Estudante de Graduação,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SC,,1500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,17-21,de 1 a 2 anos,,,de R$ 1.001/mês a R$ 2.000/mês
45,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 11 a 50,"Convencer a empresa a aumentar os investimentos na área de dados., Gestão de projetos envolvendo áreas multidisciplinares da empresa.",,0.0,21.0,,,,t2eehp2bhzu9bro3t2eehp2b73zq7gvi,,Empregado (CLT),Ainda não temos pessoas atuando com dados na empresa,"Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,Não tenho experiência na área de dados,Varejo,Não tenho graduação formal,2021,0.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,RS,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",2500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,17-21,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 2.001/mês a R$ 3000/mês
46,Modelo 100% remoto,,de 1 a 5,"Organizar as informações e garantir a qualidade e confiabilidade., Convencer a empresa a aumentar os investimentos na área de dados.",,1.0,30.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,mcynszjpbcax09dfx8mcynszly5wgwp4,,Empreendedor ou Empregado (CNPJ),4 - 10,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Sudeste,1.0,,de 2 a 3 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2021,2.5,,"Sim, fui aprovado e mudei de emprego",Masculino,SP,,7000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,de 4 a 5 anos,,,de R$ 6.001/mês a R$ 8.000/mês
